День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Тип площадки,Вид размещения,Пол,Возраст,№ Объявления,Заголовок,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,обшивка цоколь дома фасадные панели,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.24,0.00,124.49,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,обшить дом хаубергом,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,ооо тд клинкер хаус,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Спецразмещение,Мужской,18-24 года,1915593209731060056,Собственное производство термопанелей-клинкер-плитка,0.00,1,0,0,-,-,0.00,-,0.47,0.00,46.83,2.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,отделка дома,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.23,0.00,122.63,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,отделка дома где сваи,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,1.38,1,1,0,0.00,-,100.00,1.38,1.15,86.90,115.08,2.00,2.00
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,отделка фасада загородного дома,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.94,0.00,94.47,3.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,отделка фасада каркасного дома,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.94,0.00,94.21,4.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,отделка фасада каркасного дома снаружи варианты,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,ош кыргызстан фасадные панели для наружной отделки фундамента дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.88,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,ош кыргызстан фасадные панели для наружной отделки фундамента дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.68,0.00,67.76,3.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,панели для обшивки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.45,0.00,44.58,8.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,панели для обшивки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.31,0.00,30.50,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,панели для обшивки дома цоколя,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.88,5.00,-
03.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,панели для отделки фасадов частных домов,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.88,5.00,-
