День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Тип площадки,Вид размещения,Пол,Возраст,№ Объявления,Заголовок,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки дома цена,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки дома цена,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,2.36,1,1,0,0.00,-,100.00,2.36,0.28,354.47,28.21,6.00,6.00
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки дома цена,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.39,0.00,38.70,4.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки дома цена,Широкие запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Женский,25-34 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,6.90,1,1,0,0.00,-,100.00,6.90,1.00,100.00,100.00,1.00,1.00
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для цоколя,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.39,0.00,38.70,4.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели обшить дом облицовка и монтаж называется,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.37,0.00,137.39,1.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели с клинкерной плиткой купить в спб,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,45-54 года,1915593209731060056,"Клинкерные термопанели. Собственное производство, цена",0.00,1,0,0,-,-,0.00,-,0.49,0.00,48.99,3.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели фасадные,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,25-34 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.88,5.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели фасадные,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.88,5.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели фасадные,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,25-34 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,2.57,0.00,257.11,1.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели фасадные,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,1.51,0.00,75.59,2.50,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанель 20 мм,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,18-24 года,1915593209731060056,"Клинкерные термопанели. Собственное производство, цена",0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.58,2.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термосайдинг для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термосайдинг для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,0.54,0.00,26.78,6.50,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,технология pir панель,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,25-34 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,2.00,0.00,100.00,5.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,технология pir панель,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,25-34 года,1915593209731060056,"Клинкерные термопанели. Собственное производство, цена",0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,утепление каркасного дома для зимнего проживания,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,утепленные фасадные панели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,утепленные фасадные панели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.99,0.00,98.59,2.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,утеплитель для вентфасада какой лучше,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.71,0.00,71.16,4.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,утеплитель для стен снаружи,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.45,0.00,44.58,8.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,утеплитель для стен снаружи,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,0.51,0.00,25.33,7.50,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадная плита утепления для бетонного фундамента,Широкие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,Старше 55,1915593209731060056,Фасадные термопанели под кирпич для наружной отделки.,0.00,1,0,0,-,-,0.00,-,0.72,0.00,72.27,4.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадная плитка,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадная плитка,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,45-54 года,1915593209731060056,Термопанели с клинкерной плиткой в Выборге!,0.00,2,0,0,-,-,0.00,-,0.27,0.00,13.38,17.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные недорогие фасадные панели в каркасного дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные недорогие фасадные панели в каркасного дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.19,0.00,19.36,9.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,3,0,0,-,-,0.00,-,1.44,0.00,47.91,7.67,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.25,0.00,25.29,9.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели grand line екатерининский камень,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Спецразмещение,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,3.00,1,1,0,0.00,-,100.00,3.00,0.24,418.47,23.90,4.00,4.00
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели для наружной отделки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,3,0,0,-,-,0.00,-,1.54,0.00,51.24,7.33,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.14,0.00,13.57,12.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели из клинкерной плитки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,5,0,0,-,-,0.00,-,2.71,0.00,54.20,7.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели из клинкерной плитки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,3,0,0,-,-,0.00,-,0.82,0.00,27.25,6.67,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели из клинкерной плитки в колпино,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.79,0.00,79.25,3.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели купить,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели купить,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.17,0.00,16.68,10.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели на крыльцо,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.25,0.00,25.35,7.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели под лоджию,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,1.29,0.00,64.58,6.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели сиверская,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,3,0,0,-,-,0.00,-,1.64,0.00,54.58,7.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные панели сиверская,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.13,0.00,13.34,18.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные термопанели,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Не определен,Не определен,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные термопанели,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Не определен,Не определен,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.39,0.00,38.70,4.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные термопанели для наружной,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,1.33,0.00,66.58,6.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные термопанели для наружной,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,3,0,0,-,-,0.00,-,0.62,0.00,20.55,7.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фиброцементный панель крашеный обшивка дом,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.95,0.00,94.55,1.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,цокольные панели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,цокольные панели для наружной отделки дома,Целевые запросы,Запросы с упоминанием вашего бренда,-,,Поиск,Товарная галерея,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.53,0.00,52.59,3.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,чем закрыть фундамент дома снаружи,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,чем закрыть цоколь дома на винтовых сваях бюджетно,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,5.46,1,1,0,0.00,-,100.00,5.46,1.16,86.45,115.67,2.00,2.00
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,чем и как утеплить стены из газоблока,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.28,0.00,127.63,2.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,чем и как утеплить стены из газоблока,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.42,0.00,41.63,6.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,чем обшит,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Женский,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,чем обшить дом чтобы не было плесени,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,25-34 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,7.82,1,1,0,0.00,-,100.00,7.82,0.94,106.19,94.17,3.00,3.00
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,чем отделать фасад дома деревянного из бруса,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.97,0.00,96.96,2.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,чем утеплить дом снаружи,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Реклама в саджесте,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
05.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,чсп панель крашеный обшивка дом,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.99,0.00,98.97,1.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели -цена -производитель -купить -заказывать -доставка,-,0,-,0,bauart термопанели,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Пословное,,Поиск,Товарная галерея,Мужской,35-44 года,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,1.24,0.00,124.49,1.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели -цена -производитель -купить -заказывать -доставка,-,0,-,0,облицовка дома из пеноблоков термопанелями,Сопутствующие запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,Женский,45-54 года,1915802398259215246,Производитель термопанелей в Ленобласти,0.00,1,0,0,-,-,0.00,-,1.24,0.00,124.49,5.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели -цена -производитель -купить -заказывать -доставка,-,0,-,0,сколько стоит квадратный метр термопанели,Целевые запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,Женский,35-44 года,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,0.80,0.00,80.24,6.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели -цена -производитель -купить -заказывать -доставка,-,0,-,0,теплый дом термопанели,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Пословное,,Поиск,Товарная галерея,Мужской,45-54 года,1915802398259215246,Купить термопанели в Выборге напрямую,12.82,1,1,0,0.00,-,100.00,12.82,2.57,38.89,257.11,1.00,1.00
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели -цена -производитель -купить -заказывать -доставка,-,0,-,0,теплый дом термопанели,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Пословное,,Поиск,Товарная галерея,Мужской,45-54 года,1915802398259215246,Производитель термопанелей в Ленобласти,0.00,1,0,0,-,-,0.00,-,1.24,0.00,124.49,1.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели -цена -производитель -купить -заказывать -доставка,-,0,-,0,термопанели для наружной отделки дома амстердам 2,Не определено,-,Пословное,,Поиск,Прочее,Мужской,Старше 55,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,0.49,0.00,49.12,5.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели -цена -производитель -купить -заказывать -доставка,-,0,-,0,термопанели сызрань stp,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Пословное,,Поиск,Товарная галерея,Женский,45-54 года,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,1.25,0.00,124.88,1.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели -цена -производитель -купить -заказывать -доставка,-,0,-,0,термопанели сызрань декабристов,Не определено,-,Пословное,,Поиск,Реклама в саджесте,Женский,45-54 года,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели -цена -производитель -купить -заказывать -доставка,-,0,-,0,термопанели фасадные бакс,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Пословное,,Поиск,Товарная галерея,Женский,Старше 55,1915802398259215246,Купить термопанели в Выборге напрямую,14.83,2,2,0,0.00,-,100.00,7.41,5.14,38.89,257.11,1.00,1.00
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели -цена -производитель -купить -заказывать -доставка,-,0,-,0,фабрика термопанелей рф,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,Мужской,45-54 года,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели -цена -производитель -купить -заказывать -доставка,-,0,-,0,фасады дома из термопанелей,Не определено,-,Пословное,,Поиск,Спецразмещение,Мужской,45-54 года,1915802398259215246,Клинкерные термопанели - производство Выборг,0.00,1,0,0,-,-,0.00,-,0.75,0.00,75.19,-,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели заказать,-,0,-,0,есть ли рассрочка термопанели город нурлат,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,Мужской,25-34 года,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,1.07,0.00,107.34,1.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели заказать,-,0,-,0,есть ли рассрочка термопанели город нурлат,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,Мужской,25-34 года,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели цена -производитель -фасадный,-,0,-,0,есть ли рассрочка термопанели город нурлат татарстан,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,Мужской,25-34 года,1915802398259215246,"Термопанели в Выборге - завод на Ленина, 11",0.00,1,0,0,-,-,0.00,-,1.00,0.00,99.63,1.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели цена -производитель -фасадный,-,0,-,0,есть ли рассрочка термопанели город нурлат татарстан,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,Мужской,25-34 года,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели цена -производитель -фасадный,-,0,-,0,есть ли рассрочка термопанели город нурлат татарстан,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,Мужской,25-34 года,1915802398259215246,Производитель термопанелей в Ленобласти,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели цена -производитель -фасадный,-,0,-,0,рассрочка термопанели татарстан,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,Мужской,25-34 года,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,0.77,0.00,76.71,2.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,термопанели цена -производитель -фасадный,-,0,-,0,рассрочка термопанели татарстан,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,Мужской,25-34 года,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,фасадные панели для наружной отделки,-,0,-,0,панель фасадная для наружной отделки дома под камень,Не определено,-,Пословное,,Поиск,Прочее,Женский,35-44 года,1915802398259215246,Клинкерные термопанели - производство Выборг,0.00,1,0,0,-,-,0.00,-,0.11,0.00,11.02,9.00,-
06.08.2026,Группа 1 - коммерческая,5773901452,Фраза,фасадные панели для наружной отделки,-,0,-,0,фасадные панели для наружной отделки дома,Широкие запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,Женский,35-44 года,1915802398259215246,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,0.60,0.00,60.00,7.00,-
