Название кампании,№ Кампании,День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Тип объявления,Заголовок,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Клики,Конверсии,"CR, %","CPA, ₽",Показы,"CPC, ₽","CTR, %",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,теплые панели для фасада дома под кирпич,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,4,-,0.00,1.11,0.00,27.77,7.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,1.19,0.00,59.58,6.50,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели 50 мм,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,0.71,0.00,35.48,4.50,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки фасада дома,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки фасада дома,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,0.27,0.00,13.40,16.50,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термосайдинг купить,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.03,0.00,3.30,36.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,утепляющие панели для фасадов дома,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Мобильная связь,Женский,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадная панель под клинкерный кирпич,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.85,0.00,84.88,5.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные термопанели,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкером. Свое производство в Выборге,,,,Поиск,Прочее,Не определено,Планшеты,iOS,Wi-Fi,Женский,25-34 года,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные термопанели для наружной отделки,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,Топ 1%,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные термопанели для наружной отделки,Целевые запросы,Запросы без упоминания брендов,-,,1915608023072927866,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,Топ 1%,Не определено,0.00,0,0,-,-,1,-,0.00,0.32,0.00,32.27,5.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Фраза,купить клинкерные термопанели для фасада в спб,-,0,-,0,клинкерные термопанели для фасада купить в спб,Целевые запросы,Запросы без упоминания брендов,Пословное,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.35,0.00,34.90,9.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1915593209731060056,Комбинаторное,Термопанели с клинкером. Производство в Выборге,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,как обшить сват каркасного дома чтоб не дуло снизу,Сопутствующие запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.42,0.00,41.63,6.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкер панели,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкер панели под камень,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка для фасада,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка для фасада,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.39,0.00,38.70,4.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерная плитка как выглядит,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерные панели,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерные панели,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,0.42,0.00,21.15,8.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерные панели терракотовый цвет,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.85,0.00,84.88,5.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерные панели терракотовый цвет,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.49,0.00,48.86,3.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерные термопанели,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,"Клинкерные термопанели. Собственное производство, цена",,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,клинкерный фасад,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,18-24 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,марка надежных термопанелей,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,монтаж термопанелей,Сопутствующие запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,3,-,0.00,2.43,0.00,80.87,1.67,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,надежное покрытие по пеноплексу на фасаде,Сопутствующие запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.80,0.00,80.01,3.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,облицовочный материал,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,облицовочный материал,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.13,0.00,13.46,15.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,панели клинкерные для фасада с утеплителем,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,0.99,0.00,49.58,7.50,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,панели клинкерные для фасада с утеплителем,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,4,-,0.00,1.11,0.00,27.78,6.75,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,панель теплоизоляционная цокольная,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,панель теплоизоляционная цокольная,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.14,0.00,13.54,13.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,стоимость клинкерных панелей,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели 50 мм,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.39,0.00,38.70,4.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки 100мм фасадные,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Мобильная связь,Женский,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.85,0.00,84.88,5.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки 100мм фасадные,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Мобильная связь,Женский,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.53,0.00,52.59,3.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки деревянного дома цена,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,1.29,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели для наружной отделки дома цена,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,1.39,0.00,69.73,6.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели дышащие на газобетонные блоки,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели дышащие на газобетонные блоки,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,0.51,0.00,25.29,9.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели на газобетонные блоки,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,1.09,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели на газобетонные блоки,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.25,0.00,25.29,9.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели фасадные,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термосайдинг для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.32,0.00,32.27,5.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термосайдинг для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Фасадные термопанели под кирпич для наружной отделки.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.05,0.00,4.59,26.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,утепление цоколя дома спб,Сопутствующие запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,6–10%,Не определено,0.00,1,0,0.00,-,1,0.00,100.00,1.07,93.83,106.58,2.00,2.00,0.00,1.00
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадная термопанель,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Термопанели с клинкерной плиткой в Выборге!,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,18-24 года,Топ 1%,Не определено,0.00,0,0,-,-,1,-,0.00,0.25,0.00,25.32,8.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадная термопанель,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Фасадные термопанели под кирпич для наружной отделки.,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,18-24 года,Топ 1%,Не определено,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные материалы для частного дома,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.13,0.00,13.42,16.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,фасадные материалы с утеелпителем,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Клинкерные термопанели для наружной отделки дома.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,Топ 1%,Не определено,0.00,0,0,-,-,1,-,0.00,0.06,0.00,6.31,17.00,-,-,-
Термопанели в Выборге,712773255,14.08.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,цена искусственного камня для фундамента,Целевые запросы,Запросы без упоминания брендов,-,,1915593209731060056,Комбинаторное,Фасадные термопанели под кирпич для наружной отделки.,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,18-24 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.03,0.00,3.30,92.00,-,-,-
